"s" "f" "o" "insertions"
"6009" "Chalceus_fasciatus" "Characidae" "Characiformes" "Congeneric_insertion"
"6010" "Chalceus_guaporensis" "Characidae" "Characiformes" "Congeneric_insertion"
"6011" "Chalceus_latus" "Characidae" "Characiformes" "Congeneric_insertion"
"6012" "Chalceus_macrolepidotus" "Characidae" "Characiformes" "Present_in_Tree"
"6013" "Chalceus_spilogyros" "Characidae" "Characiformes" "Congeneric_insertion"
"6014" "Chalceus_taeniatus" "Characidae" "Characiformes" "Congeneric_insertion"
"6015" "Chalinochromis_brichardi" "Cichlidae" "Cichliformes" "Present_in_Tree"
"6016" "Chalinochromis_cyanophleps" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"6017" "Chalinochromis_popelini" "Cichlidae" "Cichliformes" "Present_in_Tree"
"6022" "Champsochromis_caeruleus" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"6023" "Champsochromis_spilorhynchus" "Cichlidae" "Cichliformes" "Present_in_Tree"
"6037" "Chanda_nama" "Ambassidae" "Perciformes" "Family_insertion"
"6038" "Chandramara_chandramara" "Bagridae" "Siluriformes" "Present_in_Tree"
"6039" "Channa_amphibeus" "Channidae" "Perciformes" "Congeneric_insertion"
"6040" "Channa_andrao" "Channidae" "Perciformes" "Congeneric_insertion"
"6041" "Channa_argus" "Channidae" "Perciformes" "Congeneric_insertion"
"6042" "Channa_asiatica" "Channidae" "Perciformes" "Present_in_Tree"
"6043" "Channa_aurantimaculata" "Channidae" "Perciformes" "Present_in_Tree"
"6044" "Channa_aurantipectoralis" "Channidae" "Perciformes" "Congeneric_insertion"
"6045" "Channa_bankanensis" "Channidae" "Perciformes" "Present_in_Tree"
"6046" "Channa_baramensis" "Channidae" "Perciformes" "Congeneric_insertion"
"6047" "Channa_barca" "Channidae" "Perciformes" "Present_in_Tree"
"6048" "Channa_bleheri" "Channidae" "Perciformes" "Present_in_Tree"
"6049" "Channa_burmanica" "Channidae" "Perciformes" "Present_in_Tree"
"6050" "Channa_cyanospilos" "Channidae" "Perciformes" "Congeneric_insertion"
"6051" "Channa_diplogramma" "Channidae" "Perciformes" "Present_in_Tree"
"6052" "Channa_gachua" "Channidae" "Perciformes" "Present_in_Tree"
"6053" "Channa_harcourtbutleri" "Channidae" "Perciformes" "Congeneric_insertion"
"6054" "Channa_hoaluensis" "Channidae" "Perciformes" "Congeneric_insertion"
"6055" "Channa_longistomata" "Channidae" "Perciformes" "Congeneric_insertion"
"6056" "Channa_lucius" "Channidae" "Perciformes" "Present_in_Tree"
"6057" "Channa_maculata" "Channidae" "Perciformes" "Present_in_Tree"
"6058" "Channa_marulioides" "Channidae" "Perciformes" "Present_in_Tree"
"6059" "Channa_marulius" "Channidae" "Perciformes" "Present_in_Tree"
"6060" "Channa_melanoptera" "Channidae" "Perciformes" "Congeneric_insertion"
"6061" "Channa_melanostigma" "Channidae" "Perciformes" "Congeneric_insertion"
"6062" "Channa_melasoma" "Channidae" "Perciformes" "Present_in_Tree"
"6063" "Channa_micropeltes" "Channidae" "Perciformes" "Present_in_Tree"
"6064" "Channa_ninhbinhensis" "Channidae" "Perciformes" "Congeneric_insertion"
"6065" "Channa_nox" "Channidae" "Perciformes" "Congeneric_insertion"
"6066" "Channa_orientalis" "Channidae" "Perciformes" "Present_in_Tree"
"6067" "Channa_ornatipinnis" "Channidae" "Perciformes" "Congeneric_insertion"
"6068" "Channa_panaw" "Channidae" "Perciformes" "Present_in_Tree"
"6069" "Channa_pardalis" "Channidae" "Perciformes" "Congeneric_insertion"
"6070" "Channa_pleurophthalma" "Channidae" "Perciformes" "Present_in_Tree"
"6071" "Channa_pomanensis" "Channidae" "Perciformes" "Congeneric_insertion"
"6072" "Channa_pseudomarulius" "Channidae" "Perciformes" "Congeneric_insertion"
"6073" "Channa_pulchra" "Channidae" "Perciformes" "Congeneric_insertion"
"6074" "Channa_punctata" "Channidae" "Perciformes" "Present_in_Tree"
"6075" "Channa_shingon" "Channidae" "Perciformes" "Congeneric_insertion"
"6076" "Channa_stewartii" "Channidae" "Perciformes" "Present_in_Tree"
"6077" "Channa_striata" "Channidae" "Perciformes" "Present_in_Tree"
"6078" "Channallabes_alvarezi" "Clariidae" "Siluriformes" "Congeneric_insertion"
"6079" "Channallabes_apus" "Clariidae" "Siluriformes" "Present_in_Tree"
"6080" "Channallabes_longicaudatus" "Clariidae" "Siluriformes" "Congeneric_insertion"
"6081" "Channallabes_ogooensis" "Clariidae" "Siluriformes" "Congeneric_insertion"
"6082" "Channallabes_sanghaensis" "Clariidae" "Siluriformes" "Congeneric_insertion"
"6083" "Channallabes_teugelsi" "Clariidae" "Siluriformes" "Congeneric_insertion"
"6095" "Chanodichthys_abramoides" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"6096" "Chanodichthys_dabryi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"6097" "Chanodichthys_erythropterus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"6098" "Chanodichthys_mongolicus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"6099" "Chanodichthys_oxycephalus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"6100" "Chanos_chanos" "Chanidae" "Gonorynchiformes" "Present_in_Tree"
"6101" "Chapalichthys_encaustus" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"6102" "Chapalichthys_pardalis" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"6103" "Chapalichthys_peraticus" "Goodeidae" "Cyprinodontiformes" "Congeneric_insertion"
"6104" "Characidium_alipioi" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6105" "Characidium_amaila" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6106" "Characidium_bahiense" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6107" "Characidium_bimaculatum" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6108" "Characidium_boavistae" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6109" "Characidium_boehlkei" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6110" "Characidium_bolivianum" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6111" "Characidium_borellii" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6112" "Characidium_brevirostre" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6113" "Characidium_caucanum" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6114" "Characidium_chupa" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6115" "Characidium_crandellii" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6116" "Characidium_declivirostre" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6117" "Characidium_deludens" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6118" "Characidium_etheostoma" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6119" "Characidium_etzeli" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6120" "Characidium_fasciatum" "Crenuchidae" "Characiformes" "Present_in_Tree"
"6121" "Characidium_gomesi" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6123" "Characidium_hasemani" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6124" "Characidium_heinianum" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6125" "Characidium_heirmostigmata" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6126" "Characidium_helmeri" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6127" "Characidium_interruptum" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6128" "Characidium_japuhybense" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6129" "Characidium_kamakan" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6130" "Characidium_lagosantense" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6131" "Characidium_lanei" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6132" "Characidium_laterale" "Crenuchidae" "Characiformes" "Present_in_Tree"
"6133" "Characidium_lauroi" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6134" "Characidium_litorale" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6135" "Characidium_longum" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6136" "Characidium_macrolepidotum" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6137" "Characidium_marshi" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6138" "Characidium_mirim" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6139" "Characidium_nana" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6140" "Characidium_nupelia" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6141" "Characidium_occidentale" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6142" "Characidium_oiticicai" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6143" "Characidium_orientale" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6144" "Characidium_papachibe" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6145" "Characidium_pellucidum" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6146" "Characidium_phoxocephalum" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6147" "Characidium_pteroides" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6148" "Characidium_pterostictum" "Crenuchidae" "Characiformes" "Present_in_Tree"
"6149" "Characidium_purpuratum" "Crenuchidae" "Characiformes" "Present_in_Tree"
"6150" "Characidium_rachovii" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6151" "Characidium_roesseli" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6152" "Characidium_samurai" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6153" "Characidium_sanctjohanni" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6154" "Characidium_satoi" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6155" "Characidium_schindleri" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6156" "Characidium_schubarti" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6157" "Characidium_serrano" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6158" "Characidium_steindachneri" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6159" "Characidium_stigmosum" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6161" "Characidium_tenue" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6162" "Characidium_timbuiense" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6163" "Characidium_vestigipinne" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6164" "Characidium_vidali" "Crenuchidae" "Characiformes" "Present_in_Tree"
"6165" "Characidium_xanthopterum" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6166" "Characidium_xavante" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6167" "Characidium_zebra" "Crenuchidae" "Characiformes" "Congeneric_insertion"
"6168" "Characodon_audax" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"6169" "Characodon_garmani" "Goodeidae" "Cyprinodontiformes" "Congeneric_insertion"
"6170" "Characodon_lateralis" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"6171" "Charax_apurensis" "Characidae" "Characiformes" "Congeneric_insertion"
"6172" "Charax_awa" "Characidae" "Characiformes" "Congeneric_insertion"
"6173" "Charax_caudimaculatus" "Characidae" "Characiformes" "Congeneric_insertion"
"6174" "Charax_condei" "Characidae" "Characiformes" "Congeneric_insertion"
"6175" "Charax_delimai" "Characidae" "Characiformes" "Congeneric_insertion"
"6176" "Charax_gibbosus" "Characidae" "Characiformes" "Congeneric_insertion"
"6177" "Charax_hemigrammus" "Characidae" "Characiformes" "Congeneric_insertion"
"6178" "Charax_leticiae" "Characidae" "Characiformes" "Present_in_Tree"
"6179" "Charax_macrolepis" "Characidae" "Characiformes" "Congeneric_insertion"
"6180" "Charax_metae" "Characidae" "Characiformes" "Congeneric_insertion"
"6181" "Charax_michaeli" "Characidae" "Characiformes" "Present_in_Tree"
"6182" "Charax_niger" "Characidae" "Characiformes" "Congeneric_insertion"
"6183" "Charax_notulatus" "Characidae" "Characiformes" "Congeneric_insertion"
"6184" "Charax_pauciradiatus" "Characidae" "Characiformes" "Congeneric_insertion"
"6185" "Charax_rupununi" "Characidae" "Characiformes" "Congeneric_insertion"
"6186" "Charax_stenopterus" "Characidae" "Characiformes" "Congeneric_insertion"
"6187" "Charax_tectifer" "Characidae" "Characiformes" "Present_in_Tree"
"6188" "Charax_unimaculatus" "Characidae" "Characiformes" "Congeneric_insertion"
"6197" "Chasmistes_brevirostris" "Catostomidae" "Cypriniformes" "Present_in_Tree"
"6198" "Chasmistes_cujus" "Catostomidae" "Cypriniformes" "Congeneric_insertion"
"6199" "Chasmistes_fecundus" "Catostomidae" "Cypriniformes" "Congeneric_insertion"
"6200" "Chasmistes_liorus" "Catostomidae" "Cypriniformes" "Congeneric_insertion"
"6201" "Chasmistes_muriei" "Catostomidae" "Cypriniformes" "Congeneric_insertion"
"6202" "Chasmocranus_brachynemus" "Heptapteridae" "Siluriformes" "Present_in_Tree"
"6203" "Chasmocranus_brevior" "Heptapteridae" "Siluriformes" "Present_in_Tree"
"6204" "Chasmocranus_chimantanus" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"6205" "Chasmocranus_longior" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"6206" "Chasmocranus_lopezi" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"6207" "Chasmocranus_peruanus" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"6208" "Chasmocranus_quadrizonatus" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"6209" "Chasmocranus_rosae" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"6210" "Chasmocranus_surinamensis" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"6211" "Chasmocranus_truncatorostris" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"6218" "Chaudhuria_caudata" "Chaudhuriidae" "Synbranchiformes" "Present_in_Tree"
"6219" "Chaudhuria_fusipinnis" "Chaudhuriidae" "Synbranchiformes" "Congeneric_insertion"
"6220" "Chaudhuria_ritvae" "Chaudhuriidae" "Synbranchiformes" "Congeneric_insertion"
"6221" "Chauliocheilos_saxatilis" "Loricariidae" "Siluriformes" "Family_insertion"
"6265" "Cheilochromis_euchilus" "Cichlidae" "Cichliformes" "Present_in_Tree"
"6335" "Cheirocerus_abuelo" "Pimelodidae" "Siluriformes" "Present_in_Tree"
"6336" "Cheirocerus_eques" "Pimelodidae" "Siluriformes" "Present_in_Tree"
"6337" "Cheirocerus_goeldii" "Pimelodidae" "Siluriformes" "Congeneric_insertion"
"6338" "Cheirodon_australe" "Characidae" "Characiformes" "Present_in_Tree"
"6339" "Cheirodon_galusdai" "Characidae" "Characiformes" "Congeneric_insertion"
"6340" "Cheirodon_ibicuhiensis" "Characidae" "Characiformes" "Present_in_Tree"
"6341" "Cheirodon_interruptus" "Characidae" "Characiformes" "Present_in_Tree"
"6342" "Cheirodon_jaguaribensis" "Characidae" "Characiformes" "Congeneric_insertion"
"6343" "Cheirodon_kiliani" "Characidae" "Characiformes" "Present_in_Tree"
"6344" "Cheirodon_luelingi" "Characidae" "Characiformes" "Congeneric_insertion"
"6345" "Cheirodon_ortegai" "Characidae" "Characiformes" "Congeneric_insertion"
"6346" "Cheirodon_parahybae" "Characidae" "Characiformes" "Congeneric_insertion"
"6347" "Cheirodon_pisciculus" "Characidae" "Characiformes" "Congeneric_insertion"
"6348" "Cheirodontops_geayi" "Characidae" "Characiformes" "Family_insertion"
"6349" "Chela_cachius" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"6350" "Chela_khujairokensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"6351" "Chela_macrolepis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"6352" "Chelaethiops_bibie" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"6353" "Chelaethiops_congicus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"6354" "Chelaethiops_elongatus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"6355" "Chelaethiops_minutus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"6356" "Chelaethiops_rukwaensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"6382" "Chelon_auratus" "Mugilidae" "Mugiliformes" "Congeneric_insertion"
"6385" "Chelon_dumerili" "Mugilidae" "Mugiliformes" "Congeneric_insertion"
"6386" "Chelon_labrosus" "Mugilidae" "Mugiliformes" "Present_in_Tree"
"6389" "Chelon_ramada" "Mugilidae" "Mugiliformes" "Congeneric_insertion"
"6390" "Chelon_richardsonii" "Mugilidae" "Mugiliformes" "Congeneric_insertion"
"6395" "Chelonodon_patoca" "Tetraodontidae" "Tetraodontiformes" "Present_in_Tree"
"6397" "Chendol_keelini" "Chaudhuriidae" "Synbranchiformes" "Family_insertion"
"6398" "Chendol_lubricus" "Chaudhuriidae" "Synbranchiformes" "Congeneric_Family_level"
"6402" "Chetia_brevicauda" "Cichlidae" "Cichliformes" "Present_in_Tree"
"6403" "Chetia_brevis" "Cichlidae" "Cichliformes" "Present_in_Tree"
"6404" "Chetia_flaviventris" "Cichlidae" "Cichliformes" "Present_in_Tree"
"6405" "Chetia_gracilis" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"6406" "Chetia_mola" "Cichlidae" "Cichliformes" "Present_in_Tree"
"6407" "Chetia_welwitschi" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"6408" "Chiapaheros_grammodes" "Cichlidae" "Cichliformes" "Family_insertion"
"6417" "Chilatherina_alleni" "Melanotaeniidae" "Atheriniformes" "Present_in_Tree"
"6418" "Chilatherina_axelrodi" "Melanotaeniidae" "Atheriniformes" "Present_in_Tree"
"6419" "Chilatherina_bleheri" "Melanotaeniidae" "Atheriniformes" "Present_in_Tree"
"6420" "Chilatherina_bulolo" "Melanotaeniidae" "Atheriniformes" "Present_in_Tree"
"6421" "Chilatherina_campsi" "Melanotaeniidae" "Atheriniformes" "Present_in_Tree"
"6422" "Chilatherina_crassispinosa" "Melanotaeniidae" "Atheriniformes" "Present_in_Tree"
"6423" "Chilatherina_fasciata" "Melanotaeniidae" "Atheriniformes" "Present_in_Tree"
"6424" "Chilatherina_lorentzii" "Melanotaeniidae" "Atheriniformes" "Present_in_Tree"
"6425" "Chilatherina_pagwiensis" "Melanotaeniidae" "Atheriniformes" "Present_in_Tree"
"6426" "Chilatherina_pricei" "Melanotaeniidae" "Atheriniformes" "Present_in_Tree"
"6427" "Chilatherina_sentaniensis" "Melanotaeniidae" "Atheriniformes" "Present_in_Tree"
"6428" "Chilobrycon_deuterodon" "Bryconidae" "Characiformes" "Family_insertion"
"6429" "Chilochromis_duponti" "Cichlidae" "Cichliformes" "Present_in_Tree"
"6432" "Chilodus_fritillus" "Chilodontidae" "Characiformes" "Congeneric_insertion"
"6433" "Chilodus_gracilis" "Chilodontidae" "Characiformes" "Congeneric_insertion"
"6434" "Chilodus_punctatus" "Chilodontidae" "Characiformes" "Present_in_Tree"
"6435" "Chilodus_zunevei" "Chilodontidae" "Characiformes" "Congeneric_insertion"
"6436" "Chiloglanis_angolensis" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6437" "Chiloglanis_anoterus" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6438" "Chiloglanis_asymetricaudalis" "Mochokidae" "Siluriformes" "Present_in_Tree"
"6439" "Chiloglanis_batesii" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6440" "Chiloglanis_benuensis" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6441" "Chiloglanis_bifurcus" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6442" "Chiloglanis_brevibarbis" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6443" "Chiloglanis_camarabounyi" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6444" "Chiloglanis_cameronensis" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6445" "Chiloglanis_carnosus" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6446" "Chiloglanis_congicus" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6447" "Chiloglanis_deckenii" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6448" "Chiloglanis_devosi" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6449" "Chiloglanis_dialloi" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6450" "Chiloglanis_disneyi" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6451" "Chiloglanis_elisabethianus" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6452" "Chiloglanis_emarginatus" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6453" "Chiloglanis_fasciatus" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6454" "Chiloglanis_harbinger" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6455" "Chiloglanis_igamba" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6456" "Chiloglanis_kabaensis" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6457" "Chiloglanis_kalambo" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6458" "Chiloglanis_kazumbei" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6459" "Chiloglanis_kerioensis" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6460" "Chiloglanis_kolente" "Mochokidae" "Siluriformes" "Congeneric_insertion"
"6461" "Chiloglanis_lamottei" "Mochokidae" "Siluriformes" "Congeneric_insertion"
