"s" "f" "o"
"17394" "Lepidotrigla_kanagashira" "Triglidae" "Perciformes"
"17395" "Lepidotrigla_kishinouyi" "Triglidae" "Perciformes"
"17396" "Lepidotrigla_larsoni" "Triglidae" "Perciformes"
"17397" "Lepidotrigla_lepidojugulata" "Triglidae" "Perciformes"
"17398" "Lepidotrigla_longifaciata" "Triglidae" "Perciformes"
"17399" "Lepidotrigla_longimana" "Triglidae" "Perciformes"
"17400" "Lepidotrigla_longipinnis" "Triglidae" "Perciformes"
"17401" "Lepidotrigla_macrobrachia" "Triglidae" "Perciformes"
"17402" "Lepidotrigla_marisinensis" "Triglidae" "Perciformes"
"17403" "Lepidotrigla_microptera" "Triglidae" "Perciformes"
"17404" "Lepidotrigla_modesta" "Triglidae" "Perciformes"
"17405" "Lepidotrigla_mulhalli" "Triglidae" "Perciformes"
"17406" "Lepidotrigla_multispinosa" "Triglidae" "Perciformes"
"17407" "Lepidotrigla_musorstom" "Triglidae" "Perciformes"
"17408" "Lepidotrigla_nana" "Triglidae" "Perciformes"
"17409" "Lepidotrigla_oglina" "Triglidae" "Perciformes"
"17410" "Lepidotrigla_omanensis" "Triglidae" "Perciformes"
"17411" "Lepidotrigla_papilio" "Triglidae" "Perciformes"
"17412" "Lepidotrigla_pectoralis" "Triglidae" "Perciformes"
"17413" "Lepidotrigla_pleuracanthica" "Triglidae" "Perciformes"
"17414" "Lepidotrigla_punctipectoralis" "Triglidae" "Perciformes"
"17415" "Lepidotrigla_robinsi" "Triglidae" "Perciformes"
"17416" "Lepidotrigla_russelli" "Triglidae" "Perciformes"
"17417" "Lepidotrigla_sayademalha" "Triglidae" "Perciformes"
"17418" "Lepidotrigla_sereti" "Triglidae" "Perciformes"
"17419" "Lepidotrigla_spiloptera" "Triglidae" "Perciformes"
"17420" "Lepidotrigla_spinosa" "Triglidae" "Perciformes"
"17421" "Lepidotrigla_umbrosa" "Triglidae" "Perciformes"
"17422" "Lepidotrigla_vanessa" "Triglidae" "Perciformes"
"17423" "Lepidotrigla_vaubani" "Triglidae" "Perciformes"
"17424" "Lepidotrigla_venusta" "Triglidae" "Perciformes"
"17425" "Lepidozygus_tapeinosoma" "Pomacentridae" "Perciformes"
"17426" "Lepisosteus_oculatus" "Lepisosteidae" "Lepisosteiformes"
"17427" "Lepisosteus_osseus" "Lepisosteidae" "Lepisosteiformes"
"17428" "Lepisosteus_platostomus" "Lepisosteidae" "Lepisosteiformes"
"17429" "Lepisosteus_platyrhincus" "Lepisosteidae" "Lepisosteiformes"
"17430" "Lepomis_auritus" "Centrarchidae" "Centrarchiformes"
"17431" "Lepomis_cyanellus" "Centrarchidae" "Centrarchiformes"
"17432" "Lepomis_gibbosus" "Centrarchidae" "Centrarchiformes"
"17433" "Lepomis_gulosus" "Centrarchidae" "Centrarchiformes"
"17434" "Lepomis_humilis" "Centrarchidae" "Centrarchiformes"
"17435" "Lepomis_macrochirus" "Centrarchidae" "Centrarchiformes"
"17436" "Lepomis_marginatus" "Centrarchidae" "Centrarchiformes"
"17437" "Lepomis_megalotis" "Centrarchidae" "Centrarchiformes"
"17438" "Lepomis_microlophus" "Centrarchidae" "Centrarchiformes"
"17439" "Lepomis_miniatus" "Centrarchidae" "Centrarchiformes"
"17440" "Lepomis_peltastes" "Centrarchidae" "Centrarchiformes"
"17441" "Lepomis_punctatus" "Centrarchidae" "Centrarchiformes"
"17442" "Lepomis_symmetricus" "Centrarchidae" "Centrarchiformes"
"17443" "Lepophidium_aporrhox" "Ophidiidae" "Ophidiiformes"
"17444" "Lepophidium_brevibarbe" "Ophidiidae" "Ophidiiformes"
"17445" "Lepophidium_collettei" "Ophidiidae" "Ophidiiformes"
"17446" "Lepophidium_crossotum" "Ophidiidae" "Ophidiiformes"
"17447" "Lepophidium_cultratum" "Ophidiidae" "Ophidiiformes"
"17448" "Lepophidium_entomelan" "Ophidiidae" "Ophidiiformes"
"17449" "Lepophidium_gilmorei" "Ophidiidae" "Ophidiiformes"
"17450" "Lepophidium_hubbsi" "Ophidiidae" "Ophidiiformes"
"17451" "Lepophidium_inca" "Ophidiidae" "Ophidiiformes"
"17452" "Lepophidium_jeannae" "Ophidiidae" "Ophidiiformes"
"17453" "Lepophidium_kallion" "Ophidiidae" "Ophidiiformes"
"17454" "Lepophidium_marmoratum" "Ophidiidae" "Ophidiiformes"
"17455" "Lepophidium_microlepis" "Ophidiidae" "Ophidiiformes"
"17456" "Lepophidium_negropinna" "Ophidiidae" "Ophidiiformes"
"17457" "Lepophidium_pardale" "Ophidiidae" "Ophidiiformes"
"17458" "Lepophidium_pheromystax" "Ophidiidae" "Ophidiiformes"
"17459" "Lepophidium_profundorum" "Ophidiidae" "Ophidiiformes"
"17460" "Lepophidium_prorates" "Ophidiidae" "Ophidiiformes"
"17461" "Lepophidium_robustum" "Ophidiidae" "Ophidiiformes"
"17462" "Lepophidium_staurophor" "Ophidiidae" "Ophidiiformes"
"17463" "Lepophidium_stigmatistium" "Ophidiidae" "Ophidiiformes"
"17464" "Lepophidium_wileyi" "Ophidiidae" "Ophidiiformes"
"17465" "Lepophidium_zophochir" "Ophidiidae" "Ophidiiformes"
"17466" "Leporacanthicus_galaxias" "Loricariidae" "Siluriformes"
"17467" "Leporacanthicus_heterodon" "Loricariidae" "Siluriformes"
"17468" "Leporacanthicus_joselimai" "Loricariidae" "Siluriformes"
"17469" "Leporacanthicus_triactis" "Loricariidae" "Siluriformes"
"17470" "Leporellus_cartledgei" "Anostomidae" "Characiformes"
"17471" "Leporellus_pictus" "Anostomidae" "Characiformes"
"17472" "Leporellus_retropinnis" "Anostomidae" "Characiformes"
"17473" "Leporellus_vittatus" "Anostomidae" "Characiformes"
"17474" "Leporinus_acutidens" "Anostomidae" "Characiformes"
"17475" "Leporinus_affinis" "Anostomidae" "Characiformes"
"17476" "Leporinus_agassizii" "Anostomidae" "Characiformes"
"17477" "Leporinus_alternus" "Anostomidae" "Characiformes"
"17478" "Leporinus_amae" "Anostomidae" "Characiformes"
"17479" "Leporinus_amazonicus" "Anostomidae" "Characiformes"
"17480" "Leporinus_amblyrhynchus" "Anostomidae" "Characiformes"
"17481" "Leporinus_apollo" "Anostomidae" "Characiformes"
"17482" "Leporinus_arcus" "Anostomidae" "Characiformes"
"17483" "Leporinus_arimaspi" "Anostomidae" "Characiformes"
"17484" "Leporinus_aripuanaensis" "Anostomidae" "Characiformes"
"17485" "Leporinus_badueli" "Anostomidae" "Characiformes"
"17486" "Leporinus_bahiensis" "Anostomidae" "Characiformes"
"17487" "Leporinus_bimaculatus" "Anostomidae" "Characiformes"
"17488" "Leporinus_bistriatus" "Anostomidae" "Characiformes"
"17489" "Leporinus_bleheri" "Anostomidae" "Characiformes"
"17490" "Leporinus_boehlkei" "Anostomidae" "Characiformes"
"17491" "Leporinus_britskii" "Anostomidae" "Characiformes"
"17492" "Leporinus_brunneus" "Anostomidae" "Characiformes"
"17493" "Leporinus_copelandii" "Anostomidae" "Characiformes"
"17494" "Leporinus_cylindriformis" "Anostomidae" "Characiformes"
"17495" "Leporinus_desmotes" "Anostomidae" "Characiformes"
"17496" "Leporinus_ecuadorensis" "Anostomidae" "Characiformes"
"17497" "Leporinus_falcipinnis" "Anostomidae" "Characiformes"
"17498" "Leporinus_fasciatus" "Anostomidae" "Characiformes"
"17499" "Leporinus_friderici" "Anostomidae" "Characiformes"
"17500" "Leporinus_geminis" "Anostomidae" "Characiformes"
"17501" "Leporinus_gomesi" "Anostomidae" "Characiformes"
"17502" "Leporinus_gossei" "Anostomidae" "Characiformes"
"17503" "Leporinus_granti" "Anostomidae" "Characiformes"
"17504" "Leporinus_guttatus" "Anostomidae" "Characiformes"
"17505" "Leporinus_holostictus" "Anostomidae" "Characiformes"
"17506" "Leporinus_jamesi" "Anostomidae" "Characiformes"
"17507" "Leporinus_jatuncochi" "Anostomidae" "Characiformes"
"17508" "Leporinus_klausewitzi" "Anostomidae" "Characiformes"
"17509" "Leporinus_lacustris" "Anostomidae" "Characiformes"
"17510" "Leporinus_lebaili" "Anostomidae" "Characiformes"
"17511" "Leporinus_leschenaulti" "Anostomidae" "Characiformes"
"17512" "Leporinus_maculatus" "Anostomidae" "Characiformes"
"17513" "Leporinus_marcgravii" "Anostomidae" "Characiformes"
"17514" "Leporinus_melanopleura" "Anostomidae" "Characiformes"
"17515" "Leporinus_melanopleurodes" "Anostomidae" "Characiformes"
"17516" "Leporinus_melanostictus" "Anostomidae" "Characiformes"
"17517" "Leporinus_microphthalmus" "Anostomidae" "Characiformes"
"17518" "Leporinus_moralesi" "Anostomidae" "Characiformes"
"17519" "Leporinus_multifasciatus" "Anostomidae" "Characiformes"
"17520" "Leporinus_multimaculatus" "Anostomidae" "Characiformes"
"17521" "Leporinus_nattereri" "Anostomidae" "Characiformes"
"17522" "Leporinus_niceforoi" "Anostomidae" "Characiformes"
"17523" "Leporinus_nigrotaeniatus" "Anostomidae" "Characiformes"
"17524" "Leporinus_nijsseni" "Anostomidae" "Characiformes"
"17525" "Leporinus_octofasciatus" "Anostomidae" "Characiformes"
"17526" "Leporinus_octomaculatus" "Anostomidae" "Characiformes"
"17527" "Leporinus_ortomaculatus" "Anostomidae" "Characiformes"
"17528" "Leporinus_pachyurus" "Anostomidae" "Characiformes"
"17529" "Leporinus_parae" "Anostomidae" "Characiformes"
"17530" "Leporinus_paralternus" "Anostomidae" "Characiformes"
"17531" "Leporinus_paranensis" "Anostomidae" "Characiformes"
"17532" "Leporinus_parvulus" "Anostomidae" "Characiformes"
"17533" "Leporinus_pearsoni" "Anostomidae" "Characiformes"
"17534" "Leporinus_pellegrinii" "Anostomidae" "Characiformes"
"17535" "Leporinus_piau" "Anostomidae" "Characiformes"
"17536" "Leporinus_pitingai" "Anostomidae" "Characiformes"
"17537" "Leporinus_platycephalus" "Anostomidae" "Characiformes"
"17538" "Leporinus_punctatus" "Anostomidae" "Characiformes"
"17539" "Leporinus_reticulatus" "Anostomidae" "Characiformes"
"17540" "Leporinus_santosi" "Anostomidae" "Characiformes"
"17541" "Leporinus_sexstriatus" "Anostomidae" "Characiformes"
"17542" "Leporinus_spilopleura" "Anostomidae" "Characiformes"
"17543" "Leporinus_steindachneri" "Anostomidae" "Characiformes"
"17544" "Leporinus_steyermarki" "Anostomidae" "Characiformes"
"17545" "Leporinus_striatus" "Anostomidae" "Characiformes"
"17546" "Leporinus_subniger" "Anostomidae" "Characiformes"
"17547" "Leporinus_taeniatus" "Anostomidae" "Characiformes"
"17548" "Leporinus_taeniofasciatus" "Anostomidae" "Characiformes"
"17549" "Leporinus_tigrinus" "Anostomidae" "Characiformes"
"17550" "Leporinus_torrenticola" "Anostomidae" "Characiformes"
"17551" "Leporinus_trimaculatus" "Anostomidae" "Characiformes"
"17552" "Leporinus_uatumaensis" "Anostomidae" "Characiformes"
"17553" "Leporinus_unitaeniatus" "Anostomidae" "Characiformes"
"17554" "Leporinus_vanzoi" "Anostomidae" "Characiformes"
"17555" "Leporinus_venerei" "Anostomidae" "Characiformes"
"17556" "Leporinus_wolfei" "Anostomidae" "Characiformes"
"17557" "Leporinus_y-ophorus" "Anostomidae" "Characiformes"
"17558" "Leptacanthichthys_gracilispinis" "Oneirodidae" "Lophiiformes"
"17559" "Leptachirus_alleni" "Soleidae" "Pleuronectiformes"
"17560" "Leptachirus_bensbach" "Soleidae" "Pleuronectiformes"
"17561" "Leptachirus_darwinensis" "Soleidae" "Pleuronectiformes"
"17562" "Leptachirus_kikori" "Soleidae" "Pleuronectiformes"
"17563" "Leptachirus_klunzingeri" "Soleidae" "Pleuronectiformes"
"17564" "Leptachirus_lorentz" "Soleidae" "Pleuronectiformes"
"17565" "Leptachirus_polylepis" "Soleidae" "Pleuronectiformes"
"17566" "Leptachirus_robertsi" "Soleidae" "Pleuronectiformes"
"17567" "Leptachirus_triramus" "Soleidae" "Pleuronectiformes"
"17568" "Leptagoniates_steindachneri" "Characidae" "Characiformes"
"17569" "Leptagonus_decagonus" "Agonidae" "Perciformes"
"17570" "Leptatherina_presbyteroides" "Atherinidae" "Atheriniformes"
"17571" "Leptatherina_wallacei" "Atherinidae" "Atheriniformes"
"17572" "Leptaulopus_damasi" "Aulopidae" "Aulopiformes"
"17573" "Leptaulopus_erythrozonatus" "Aulopidae" "Aulopiformes"
"17574" "Leptenchelys_vermiformis" "Ophichthidae" "Anguilliformes"
"17575" "Lepthoplosternum_altamazonicum" "Callichthyidae" "Siluriformes"
"17576" "Lepthoplosternum_beni" "Callichthyidae" "Siluriformes"
"17577" "Lepthoplosternum_pectorale" "Callichthyidae" "Siluriformes"
"17578" "Lepthoplosternum_stellatum" "Callichthyidae" "Siluriformes"
"17579" "Lepthoplosternum_tordilho" "Callichthyidae" "Siluriformes"
"17580" "Lepthoplosternum_ucamara" "Callichthyidae" "Siluriformes"
"17581" "Leptoancistrus_canensis" "Loricariidae" "Siluriformes"
"17582" "Leptoancistrus_cordobensis" "Loricariidae" "Siluriformes"
"17583" "Leptobarbus_hoevenii" "Cyprinidae" "Cypriniformes"
"17584" "Leptobarbus_hosii" "Cyprinidae" "Cypriniformes"
"17585" "Leptobarbus_melanopterus" "Cyprinidae" "Cypriniformes"
"17586" "Leptobarbus_melanotaenia" "Cyprinidae" "Cypriniformes"
"17587" "Leptobarbus_rubripinna" "Cyprinidae" "Cypriniformes"
"17588" "Leptobotia_elongata" "Cobitidae" "Cypriniformes"
"17589" "Leptobotia_flavolineata" "Cobitidae" "Cypriniformes"
"17590" "Leptobotia_guilinensis" "Cobitidae" "Cypriniformes"
"17591" "Leptobotia_hengyangensis" "Cobitidae" "Cypriniformes"
"17592" "Leptobotia_micra" "Cobitidae" "Cypriniformes"
"17593" "Leptobotia_microphthalma" "Cobitidae" "Cypriniformes"
"17594" "Leptobotia_orientalis" "Cobitidae" "Cypriniformes"
"17595" "Leptobotia_pellegrini" "Cobitidae" "Cypriniformes"
"17596" "Leptobotia_posterodorsalis" "Cobitidae" "Cypriniformes"
"17597" "Leptobotia_punctata" "Cobitidae" "Cypriniformes"
"17598" "Leptobotia_rubrilabris" "Cobitidae" "Cypriniformes"
"17599" "Leptobotia_taeniops" "Cobitidae" "Cypriniformes"
"17600" "Leptobotia_tchangi" "Cobitidae" "Cypriniformes"
"17601" "Leptobotia_tientainensis" "Cobitidae" "Cypriniformes"
"17602" "Leptobrama_muelleri" "Leptobramidae" "Perciformes"
"17603" "Leptobrotula_breviventralis" "Ophidiidae" "Ophidiiformes"
"17604" "Leptobrycon_jatuaranae" "Characidae" "Characiformes"
"17605" "Leptocephalus_bellottii" "Nettastomatidae" "Anguilliformes"
"17606" "Leptocephalus_giganteus" "Notacanthidae" "Notacanthiformes"
"17607" "Leptocephalus_ophichthoides" "Ophichthidae" "Anguilliformes"
"17608" "Leptocharacidium_omospilus" "Crenuchidae" "Characiformes"
"17610" "Leptochilichthys_agassizii" "Leptochilichthyidae" "Osmeriformes"
"17611" "Leptochilichthys_microlepis" "Leptochilichthyidae" "Osmeriformes"
"17612" "Leptochilichthys_pinguis" "Leptochilichthyidae" "Osmeriformes"
"17613" "Leptoclinus_maculatus" "Stichaeidae" "Perciformes"
"17614" "Leptocottus_armatus" "Cottidae" "Perciformes"
"17615" "Leptocypris_crossensis" "Cyprinidae" "Cypriniformes"
"17616" "Leptocypris_guineensis" "Cyprinidae" "Cypriniformes"
"17617" "Leptocypris_konkoureensis" "Cyprinidae" "Cypriniformes"
"17618" "Leptocypris_lujae" "Cyprinidae" "Cypriniformes"
"17619" "Leptocypris_modestus" "Cyprinidae" "Cypriniformes"
"17620" "Leptocypris_niloticus" "Cyprinidae" "Cypriniformes"
"17621" "Leptocypris_taiaensis" "Cyprinidae" "Cypriniformes"
"17622" "Leptocypris_weeksii" "Cyprinidae" "Cypriniformes"
"17623" "Leptocypris_weynsii" "Cyprinidae" "Cypriniformes"
"17624" "Leptoderma_affinis" "Alepocephalidae" "Osmeriformes"
"17625" "Leptoderma_lubricum" "Alepocephalidae" "Osmeriformes"
"17626" "Leptoderma_macrophthalmum" "Alepocephalidae" "Osmeriformes"
"17627" "Leptoderma_macrops" "Alepocephalidae" "Osmeriformes"
"17628" "Leptoderma_retropinna" "Alepocephalidae" "Osmeriformes"
"17629" "Leptodoras_acipenserinus" "Doradidae" "Siluriformes"
"17630" "Leptodoras_cataniai" "Doradidae" "Siluriformes"
"17631" "Leptodoras_copei" "Doradidae" "Siluriformes"
"17632" "Leptodoras_hasemani" "Doradidae" "Siluriformes"
"17633" "Leptodoras_juruensis" "Doradidae" "Siluriformes"
"17634" "Leptodoras_linnelli" "Doradidae" "Siluriformes"
"17635" "Leptodoras_marki" "Doradidae" "Siluriformes"
"17636" "Leptodoras_myersi" "Doradidae" "Siluriformes"
"17637" "Leptodoras_nelsoni" "Doradidae" "Siluriformes"
"17638" "Leptodoras_oyakawai" "Doradidae" "Siluriformes"
"17639" "Leptodoras_praelongus" "Doradidae" "Siluriformes"
"17640" "Leptodoras_rogersae" "Doradidae" "Siluriformes"
"17641" "Leptoglanis_bouilloni" "Amphiliidae" "Siluriformes"
"17642" "Leptoglanis_xenognathus" "Amphiliidae" "Siluriformes"
"17643" "Leptoichthys_fistularius" "Syngnathidae" "Syngnathiformes"
"17644" "Leptojulis_chrysotaenia" "Labridae" "Labriformes"
"17645" "Leptojulis_cyanopleura" "Labridae" "Labriformes"
"17646" "Leptojulis_lambdastigma" "Labridae" "Labriformes"
"17647" "Leptojulis_polylepis" "Labridae" "Labriformes"
"17648" "Leptojulis_urostigma" "Labridae" "Labriformes"
"17649" "Leptolebias_aureoguttatus" "Rivulidae" "Cyprinodontiformes"
"17650" "Leptolebias_citrinipinnis" "Rivulidae" "Cyprinodontiformes"
"17651" "Leptolebias_itanhaensis" "Rivulidae" "Cyprinodontiformes"
"17652" "Leptolebias_marmoratus" "Rivulidae" "Cyprinodontiformes"
"17653" "Leptolebias_opalescens" "Rivulidae" "Cyprinodontiformes"
"17654" "Leptolebias_splendens" "Rivulidae" "Cyprinodontiformes"
"17655" "Leptolucania_ommata" "Fundulidae" "Cyprinodontiformes"
"17656" "Leptomelanosoma_indicum" "Polynemidae" "Perciformes"
"17657" "Leptonotus_blainvilleanus" "Syngnathidae" "Syngnathiformes"
"17658" "Leptonotus_elevatus" "Syngnathidae" "Syngnathiformes"
"17659" "Leptonotus_norae" "Syngnathidae" "Syngnathiformes"
"17660" "Leptophilypnus_fluviatilis" "Eleotridae" "Gobiiformes"
"17661" "Leptophilypnus_guatemalensis" "Eleotridae" "Gobiiformes"
"17662" "Leptophilypnus_panamensis" "Eleotridae" "Gobiiformes"
"17663" "Leptorhamdia_essequibensis" "Heptapteridae" "Siluriformes"
"17664" "Leptorhamdia_marmorata" "Heptapteridae" "Siluriformes"
"17665" "Leptorhamdia_schultzi" "Heptapteridae" "Siluriformes"
"17666" "Leptoscarus_vaigiensis" "Scaridae" "Perciformes"
"17667" "Leptoscopus_macropygus" "Leptoscopidae" "Perciformes"
"17668" "Leptostichaeus_pumilus" "Stichaeidae" "Perciformes"
"17669" "Leptostomias_analis" "Stomiidae" "Stomiiformes"
"17670" "Leptostomias_bermudensis" "Stomiidae" "Stomiiformes"
"17671" "Leptostomias_bilobatus" "Stomiidae" "Stomiiformes"
"17672" "Leptostomias_gladiator" "Stomiidae" "Stomiiformes"
"17673" "Leptostomias_gracilis" "Stomiidae" "Stomiiformes"
"17674" "Leptostomias_haplocaulus" "Stomiidae" "Stomiiformes"
"17675" "Leptostomias_leptobolus" "Stomiidae" "Stomiiformes"
"17676" "Leptostomias_longibarba" "Stomiidae" "Stomiiformes"
"17677" "Leptostomias_macronema" "Stomiidae" "Stomiiformes"
"17678" "Leptostomias_macropogon" "Stomiidae" "Stomiiformes"
"17679" "Leptostomias_multifilis" "Stomiidae" "Stomiiformes"
"17680" "Leptostomias_robustus" "Stomiidae" "Stomiiformes"
"17681" "Leptosynanceia_asteroblepa" "Synanceiidae" "Perciformes"
"17682" "Leptotocinclus_ctenistus" "Loricariidae" "Siluriformes"
"17683" "Leptotocinclus_madeirae" "Loricariidae" "Siluriformes"
"17684" "Lepturacanthus_pantului" "Trichiuridae" "Perciformes"
"17685" "Lepturacanthus_roelandti" "Trichiuridae" "Perciformes"
"17686" "Lepturacanthus_savala" "Trichiuridae" "Perciformes"
"17687" "Lepturichthys_dolichopterus" "Balitoridae" "Cypriniformes"
"17688" "Lepturichthys_fimbriata" "Balitoridae" "Cypriniformes"
"17689" "Lestidiops_affinis" "Paralepididae" "Aulopiformes"
"17690" "Lestidiops_bathyopteryx" "Paralepididae" "Aulopiformes"
"17691" "Lestidiops_cadenati" "Paralepididae" "Aulopiformes"
"17692" "Lestidiops_distans" "Paralepididae" "Aulopiformes"
"17693" "Lestidiops_extrema" "Paralepididae" "Aulopiformes"
"17694" "Lestidiops_gracilis" "Paralepididae" "Aulopiformes"
"17695" "Lestidiops_indopacifica" "Paralepididae" "Aulopiformes"
"17696" "Lestidiops_jayakari" "Paralepididae" "Aulopiformes"
"17697" "Lestidiops_mirabilis" "Paralepididae" "Aulopiformes"
"17698" "Lestidiops_neles" "Paralepididae" "Aulopiformes"
"17699" "Lestidiops_pacificus" "Paralepididae" "Aulopiformes"
"17700" "Lestidiops_pseudosphyraenoides" "Paralepididae" "Aulopiformes"
"17701" "Lestidiops_ringens" "Paralepididae" "Aulopiformes"
"17702" "Lestidiops_similis" "Paralepididae" "Aulopiformes"
"17703" "Lestidiops_sphyraenopsis" "Paralepididae" "Aulopiformes"
"17704" "Lestidiops_sphyrenoides" "Paralepididae" "Aulopiformes"
"17705" "Lestidium_atlanticum" "Paralepididae" "Aulopiformes"
"17706" "Lestidium_bigelowi" "Paralepididae" "Aulopiformes"
"17707" "Lestidium_nudum" "Paralepididae" "Aulopiformes"
"17708" "Lestidium_prolixum" "Paralepididae" "Aulopiformes"
"17709" "Lestradea_perspicax" "Cichlidae" "Cichliformes"
"17710" "Lestradea_stappersii" "Cichlidae" "Cichliformes"
"17711" "Lestrolepis_intermedia" "Paralepididae" "Aulopiformes"
"17712" "Lestrolepis_japonica" "Paralepididae" "Aulopiformes"
"17713" "Lestrolepis_luetkeni" "Paralepididae" "Aulopiformes"
"17714" "Lesueurigobius_friesii" "Gobiidae" "Gobiiformes"
"17715" "Lesueurigobius_heterofasciatus" "Gobiidae" "Gobiiformes"
"17716" "Lesueurigobius_koumansi" "Gobiidae" "Gobiiformes"
"17717" "Lesueurigobius_sanzi" "Gobiidae" "Gobiiformes"
"17718" "Lesueurigobius_suerii" "Gobiidae" "Gobiiformes"
"17719" "Lesueurina_platycephala" "Leptoscopidae" "Perciformes"
"17720" "Letharchus_aliculatus" "Ophichthidae" "Anguilliformes"
"17721" "Letharchus_rosenblatti" "Ophichthidae" "Anguilliformes"
"17722" "Letharchus_velifer" "Ophichthidae" "Anguilliformes"
"17731" "Lethogoleos_andersoni" "Ophichthidae" "Anguilliformes"
"17732" "Letholycus_magellanicus" "Zoarcidae" "Perciformes"
"17733" "Letholycus_microphthalmus" "Zoarcidae" "Perciformes"
"17734" "Lethops_connectens" "Gobiidae" "Gobiiformes"
